name,url,type_,image_url,image_path,effects,interactions
Sworn Protector,https://bindingofisaacrebirth.fandom.com//wiki/Sworn_Protector,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9f/Collectible_Sworn_Protector_icon.png/revision/latest/scale-to-width-down/48?cb=20210821164143,data/images/Sworn Protector.png,,
Friend Zone,https://bindingofisaacrebirth.fandom.com//wiki/Friend_Zone,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Friend_Zone_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163430,data/images/Friend Zone.png,,
Lost Fly,https://bindingofisaacrebirth.fandom.com//wiki/Lost_Fly,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b0/Collectible_Lost_Fly_icon.png/revision/latest/scale-to-width-down/48?cb=20210821183124,data/images/Lost Fly.png,,
Scatter Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Scatter_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/41/Collectible_Scatter_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150120,data/images/Scatter Bombs.png,,
Sticky Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Sticky_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/22/Collectible_Sticky_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182645,data/images/Sticky Bombs.png,,
Epiphora,https://bindingofisaacrebirth.fandom.com//wiki/Epiphora,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Epiphora_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163159,data/images/Epiphora.png,,
Continuum,https://bindingofisaacrebirth.fandom.com//wiki/Continuum,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/ca/Collectible_Continuum_icon.png/revision/latest/scale-to-width-down/48?cb=20210821135110,data/images/Continuum.png,,
Mr. Dolly,https://bindingofisaacrebirth.fandom.com//wiki/Mr._Dolly,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9d/Collectible_Mr._Dolly_icon.png/revision/latest/scale-to-width-down/48?cb=20210821145826,data/images/Mr. Dolly.png,,
Curse of the Tower,https://bindingofisaacrebirth.fandom.com//wiki/Curse_of_the_Tower,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/ff/Collectible_Curse_of_the_Tower_icon.png/revision/latest/scale-to-width-down/48?cb=20210821183002,data/images/Curse of the Tower.png,,
Charged Baby,https://bindingofisaacrebirth.fandom.com//wiki/Charged_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/df/Collectible_Charged_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150553,data/images/Charged Baby.png,,
Dead Eye,https://bindingofisaacrebirth.fandom.com//wiki/Dead_Eye,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Dead_Eye_icon.png/revision/latest/scale-to-width-down/48?cb=20210821135142,data/images/Dead Eye.png,,
Holy Light,https://bindingofisaacrebirth.fandom.com//wiki/Holy_Light,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Holy_Light_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163529,data/images/Holy Light.png,,
Host Hat,https://bindingofisaacrebirth.fandom.com//wiki/Host_Hat,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/38/Collectible_Host_Hat_icon.png/revision/latest/scale-to-width-down/48?cb=20210821145855,data/images/Host Hat.png,,
Restock,https://bindingofisaacrebirth.fandom.com//wiki/Restock,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Restock_icon.png/revision/latest/scale-to-width-down/48?cb=20210821142139,data/images/Restock.png,,
Bursting Sack,https://bindingofisaacrebirth.fandom.com//wiki/Bursting_Sack,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/82/Collectible_Bursting_Sack_icon.png/revision/latest/scale-to-width-down/48?cb=20210821145926,data/images/Bursting Sack.png,,
No. 2,https://bindingofisaacrebirth.fandom.com//wiki/No._2,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/15/Collectible_Number_Two_icon.png/revision/latest/scale-to-width-down/48?cb=20211101081638,data/images/No. 2.png,,
Pupula Duplex,https://bindingofisaacrebirth.fandom.com//wiki/Pupula_Duplex,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_Pupula_Duplex_icon.png/revision/latest/scale-to-width-down/48?cb=20210821161958,data/images/Pupula Duplex.png,,
Pay to Play,https://bindingofisaacrebirth.fandom.com//wiki/Pay_to_Play,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e0/Collectible_Pay_to_Play_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150525,data/images/Pay to Play.png,,
Eden's Blessing,https://bindingofisaacrebirth.fandom.com//wiki/Eden%27s_Blessing,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5f/Collectible_Eden%27s_Blessing_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163100,data/images/Eden's Blessing.png,,
Friendly Ball,https://bindingofisaacrebirth.fandom.com//wiki/Friendly_Ball,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f1/Collectible_Friendly_Ball_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162131,data/images/Friendly Ball.png,,
Tear Detonator,https://bindingofisaacrebirth.fandom.com//wiki/Tear_Detonator,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Tear_Detonator_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162334,data/images/Tear Detonator.png,,
Lil Gurdy,https://bindingofisaacrebirth.fandom.com//wiki/Lil_Gurdy,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3d/Collectible_Lil_Gurdy_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150150,data/images/Lil Gurdy.png,,
Bumbo,https://bindingofisaacrebirth.fandom.com//wiki/Bumbo,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/3c/Collectible_Bumbo_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182905,data/images/Bumbo.png,,
D12,https://bindingofisaacrebirth.fandom.com//wiki/D12,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/29/Collectible_D12_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162027,data/images/D12.png,,
Censer,https://bindingofisaacrebirth.fandom.com//wiki/Censer,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0e/Collectible_Censer_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163032,data/images/Censer.png,,
Key Bum,https://bindingofisaacrebirth.fandom.com//wiki/Key_Bum,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/bb/Collectible_Key_Bum_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162729,data/images/Key Bum.png,,
Rune Bag,https://bindingofisaacrebirth.fandom.com//wiki/Rune_Bag,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Rune_Bag_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163942,data/images/Rune Bag.png,,
Seraphim,https://bindingofisaacrebirth.fandom.com//wiki/Seraphim,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e4/Collectible_Seraphim_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182553,data/images/Seraphim.png,,
Betrayal,https://bindingofisaacrebirth.fandom.com//wiki/Betrayal,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7f/Collectible_Betrayal_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162503,data/images/Betrayal.png,,
Zodiac,https://bindingofisaacrebirth.fandom.com//wiki/Zodiac,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/5b/Collectible_Zodiac_icon.png/revision/latest/scale-to-width-down/48?cb=20210821164213,data/images/Zodiac.png,,
Serpent's Kiss,https://bindingofisaacrebirth.fandom.com//wiki/Serpent%27s_Kiss,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/dd/Collectible_Serpent%27s_Kiss_icon.png/revision/latest/scale-to-width-down/48?cb=20210821164012,data/images/Serpent's Kiss.png,,
Marked,https://bindingofisaacrebirth.fandom.com//wiki/Marked,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f6/Collectible_Marked_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150453,data/images/Marked.png,,
Tech X,https://bindingofisaacrebirth.fandom.com//wiki/Tech_X,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9c/Collectible_Tech_X_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150219,data/images/Tech X.png,,
Ventricle Razor,https://bindingofisaacrebirth.fandom.com//wiki/Ventricle_Razor,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/97/Collectible_Ventricle_Razor_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162403,data/images/Ventricle Razor.png,,
Tractor Beam,https://bindingofisaacrebirth.fandom.com//wiki/Tractor_Beam,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6e/Collectible_Tractor_Beam_icon.png/revision/latest/scale-to-width-down/48?cb=20210821161502,data/images/Tractor Beam.png,,
God's Flesh,https://bindingofisaacrebirth.fandom.com//wiki/God%27s_Flesh,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/74/Collectible_God%27s_Flesh_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182934,data/images/God's Flesh.png,,
Maw of the Void,https://bindingofisaacrebirth.fandom.com//wiki/Maw_of_the_Void,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/70/Collectible_Maw_of_the_Void_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162634,data/images/Maw of the Void.png,,
Spear of Destiny,https://bindingofisaacrebirth.fandom.com//wiki/Spear_of_Destiny,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/80/Collectible_Spear_of_Destiny_icon.png/revision/latest/scale-to-width-down/48?cb=20210821164042,data/images/Spear of Destiny.png,,
Explosivo,https://bindingofisaacrebirth.fandom.com//wiki/Explosivo,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/f/f2/Collectible_Explosivo_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163302,data/images/Explosivo.png,,
Chaos,https://bindingofisaacrebirth.fandom.com//wiki/Chaos,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Chaos_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150246,data/images/Chaos.png,,
Spider Mod,https://bindingofisaacrebirth.fandom.com//wiki/Spider_Mod,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/56/Collectible_Spider_Mod_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182713,data/images/Spider Mod.png,,
Farting Baby,https://bindingofisaacrebirth.fandom.com//wiki/Farting_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Farting_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163359,data/images/Farting Baby.png,,
GB Bug,https://bindingofisaacrebirth.fandom.com//wiki/GB_Bug,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/6c/Collectible_GB_Bug_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163500,data/images/GB Bug.png,,
D8,https://bindingofisaacrebirth.fandom.com//wiki/D8,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/04/Collectible_D8_icon.png/revision/latest/scale-to-width-down/48?cb=20210821195620,data/images/D8.png,,
Purity,https://bindingofisaacrebirth.fandom.com//wiki/Purity,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/35/Collectible_Purity_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163822,data/images/Purity.png,,
Athame,https://bindingofisaacrebirth.fandom.com//wiki/Athame,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/58/Collectible_Athame_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162434,data/images/Athame.png,,
Empty Vessel,https://bindingofisaacrebirth.fandom.com//wiki/Empty_Vessel,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/16/Collectible_Empty_Vessel_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163129,data/images/Empty Vessel.png,,
Evil Eye,https://bindingofisaacrebirth.fandom.com//wiki/Evil_Eye,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/43/Collectible_Evil_Eye_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163229,data/images/Evil Eye.png,,
Lusty Blood,https://bindingofisaacrebirth.fandom.com//wiki/Lusty_Blood,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0c/Collectible_Lusty_Blood_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163726,data/images/Lusty Blood.png,,
Cambion Conception,https://bindingofisaacrebirth.fandom.com//wiki/Cambion_Conception,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8d/Collectible_Cambion_Conception_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162532,data/images/Cambion Conception.png,,
Immaculate Conception,https://bindingofisaacrebirth.fandom.com//wiki/Immaculate_Conception,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Immaculate_Conception_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163557,data/images/Immaculate Conception.png,,
More Options,https://bindingofisaacrebirth.fandom.com//wiki/More_Options,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/19/Collectible_More_Options_icon.png/revision/latest/scale-to-width-down/48?cb=20210821134819,data/images/More Options.png,,
Crown of Light,https://bindingofisaacrebirth.fandom.com//wiki/Crown_of_Light,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/64/Collectible_Crown_of_Light_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182431,data/images/Crown of Light.png,,
Deep Pockets,https://bindingofisaacrebirth.fandom.com//wiki/Deep_Pockets,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_Deep_Pockets_icon.png/revision/latest/scale-to-width-down/48?cb=20210821190055,data/images/Deep Pockets.png,,
Succubus,https://bindingofisaacrebirth.fandom.com//wiki/Succubus,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/37/Collectible_Succubus_icon.png/revision/latest/scale-to-width-down/48?cb=20210821164115,data/images/Succubus.png,,
Fruit Cake,https://bindingofisaacrebirth.fandom.com//wiki/Fruit_Cake,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Fruit_Cake_icon.png/revision/latest/scale-to-width-down/48?cb=20210821134921,data/images/Fruit Cake.png,,
Teleport 2.0,https://bindingofisaacrebirth.fandom.com//wiki/Teleport_2.0,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Teleport_2.0_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182618,data/images/Teleport 2.0.png,,
Black Powder,https://bindingofisaacrebirth.fandom.com//wiki/Black_Powder,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/8/8c/Collectible_Black_Powder_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182837,data/images/Black Powder.png,,
Kidney Bean,https://bindingofisaacrebirth.fandom.com//wiki/Kidney_Bean,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a7/Collectible_Kidney_Bean_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162232,data/images/Kidney Bean.png,,
Glowing Hour Glass,https://bindingofisaacrebirth.fandom.com//wiki/Glowing_Hour_Glass,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/23/Collectible_Glowing_Hour_Glass_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150801,data/images/Glowing Hour Glass.png,,
Circle of Protection,https://bindingofisaacrebirth.fandom.com//wiki/Circle_of_Protection,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/93/Collectible_Circle_of_Protection_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162606,data/images/Circle of Protection.png,,
Sack Head,https://bindingofisaacrebirth.fandom.com//wiki/Sack_Head,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7a/Collectible_Sack_Head_icon.png/revision/latest/scale-to-width-down/48?cb=20210821134849,data/images/Sack Head.png,,
Night Light,https://bindingofisaacrebirth.fandom.com//wiki/Night_Light,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/71/Collectible_Night_Light_icon.png/revision/latest/scale-to-width-down/48?cb=20210821145758,data/images/Night Light.png,,
Obsessed Fan,https://bindingofisaacrebirth.fandom.com//wiki/Obsessed_Fan,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2a/Collectible_Obsessed_Fan_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182742,data/images/Obsessed Fan.png,,
Mine Crafter,https://bindingofisaacrebirth.fandom.com//wiki/Mine_Crafter,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_Mine_Crafter_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162303,data/images/Mine Crafter.png,,
PJs,https://bindingofisaacrebirth.fandom.com//wiki/PJs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/b6/Collectible_PJs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150319,data/images/PJs.png,,
Head of the Keeper,https://bindingofisaacrebirth.fandom.com//wiki/Head_of_the_Keeper,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/68/Collectible_Head_of_the_Keeper_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182525,data/images/Head of the Keeper.png,,
Papa Fly,https://bindingofisaacrebirth.fandom.com//wiki/Papa_Fly,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/93/Collectible_Papa_Fly_icon.png/revision/latest/scale-to-width-down/48?cb=20210821183028,data/images/Papa Fly.png,,
Multidimensional Baby,https://bindingofisaacrebirth.fandom.com//wiki/Multidimensional_Baby,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2b/Collectible_Multidimensional_Baby_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150633,data/images/Multidimensional Baby.png,,
Glitter Bombs,https://bindingofisaacrebirth.fandom.com//wiki/Glitter_Bombs,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/41/Collectible_Glitter_Bombs_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150348,data/images/Glitter Bombs.png,,
My Shadow,https://bindingofisaacrebirth.fandom.com//wiki/My_Shadow,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/4/4c/Collectible_My_Shadow_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163754,data/images/My Shadow.png,,
Jar of Flies,https://bindingofisaacrebirth.fandom.com//wiki/Jar_of_Flies,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/3/31/Collectible_Jar_of_Flies_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162200,data/images/Jar of Flies.png,,
Lil Loki,https://bindingofisaacrebirth.fandom.com//wiki/Lil_Loki,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/da/Collectible_Lil_Loki_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182500,data/images/Lil Loki.png,,
Milk!,https://bindingofisaacrebirth.fandom.com//wiki/Milk!,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/c/cc/Collectible_Milk%21_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182810,data/images/Milk!.png,,
D7,https://bindingofisaacrebirth.fandom.com//wiki/D7,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/57/Collectible_D7_icon.png/revision/latest/scale-to-width-down/48?cb=20210821162058,data/images/D7.png,,
Binky,https://bindingofisaacrebirth.fandom.com//wiki/Binky,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/75/Collectible_Binky_icon.png/revision/latest/scale-to-width-down/48?cb=20210821150424,data/images/Binky.png,,
Mom's Box,https://bindingofisaacrebirth.fandom.com//wiki/Mom%27s_Box,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/17/Collectible_Mom%27s_Box_icon.png/revision/latest/scale-to-width-down/48?cb=20210821182309,data/images/Mom's Box.png,,
Kidney Stone,https://bindingofisaacrebirth.fandom.com//wiki/Kidney_Stone,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/eb/Collectible_Kidney_Stone_icon.png/revision/latest/scale-to-width-down/48?cb=20210821163625,data/images/Kidney Stone.png,,
Mega Blast,https://bindingofisaacrebirth.fandom.com//wiki/Mega_Blast,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/0f/Collectible_Mega_Blast_icon.png/revision/latest/scale-to-width-down/48?cb=20210821185500,data/images/Mega Blast.png,,
Dark Prince's Crown,https://bindingofisaacrebirth.fandom.com//wiki/Dark_Prince%27s_Crown,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/01/Collectible_Dark_Prince%27s_Crown_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015132,data/images/Dark Prince's Crown.png,,
Apple!,https://bindingofisaacrebirth.fandom.com//wiki/Apple!,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/65/Collectible_Apple%21_icon.png/revision/latest/scale-to-width-down/48?cb=20210822014307,data/images/Apple!.png,,
Lead Pencil,https://bindingofisaacrebirth.fandom.com//wiki/Lead_Pencil,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/2f/Collectible_Lead_Pencil_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020422,data/images/Lead Pencil.png,,
Dog Tooth,https://bindingofisaacrebirth.fandom.com//wiki/Dog_Tooth,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/76/Collectible_Dog_Tooth_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015439,data/images/Dog Tooth.png,,
Dead Tooth,https://bindingofisaacrebirth.fandom.com//wiki/Dead_Tooth,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/6/62/Collectible_Dead_Tooth_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015236,data/images/Dead Tooth.png,,
Linger Bean,https://bindingofisaacrebirth.fandom.com//wiki/Linger_Bean,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9e/Collectible_Linger_Bean_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020502,data/images/Linger Bean.png,,
Shard of Glass,https://bindingofisaacrebirth.fandom.com//wiki/Shard_of_Glass,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/13/Collectible_Shard_of_Glass_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021323,data/images/Shard of Glass.png,,
Metal Plate,https://bindingofisaacrebirth.fandom.com//wiki/Metal_Plate,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a5/Collectible_Metal_Plate_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020645,data/images/Metal Plate.png,,
Eye of Greed,https://bindingofisaacrebirth.fandom.com//wiki/Eye_of_Greed,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/26/Collectible_Eye_of_Greed_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015844,data/images/Eye of Greed.png,,
Tarot Cloth,https://bindingofisaacrebirth.fandom.com//wiki/Tarot_Cloth,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/7/7c/Collectible_Tarot_Cloth_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021609,data/images/Tarot Cloth.png,,
Varicose Veins,https://bindingofisaacrebirth.fandom.com//wiki/Varicose_Veins,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a0/Collectible_Varicose_Veins_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021724,data/images/Varicose Veins.png,,
Compound Fracture,https://bindingofisaacrebirth.fandom.com//wiki/Compound_Fracture,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/e/e1/Collectible_Compound_Fracture_icon.png/revision/latest/scale-to-width-down/48?cb=20210822014751,data/images/Compound Fracture.png,,
Polydactyly,https://bindingofisaacrebirth.fandom.com//wiki/Polydactyly,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/26/Collectible_Polydactyly_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021111,data/images/Polydactyly.png,,
Dad's Lost Coin,https://bindingofisaacrebirth.fandom.com//wiki/Dad%27s_Lost_Coin,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/d/d0/Collectible_Dad%27s_Lost_Coin_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015102,data/images/Dad's Lost Coin.png,,
Midnight Snack,https://bindingofisaacrebirth.fandom.com//wiki/Midnight_Snack,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/9/9a/Collectible_Midnight_Snack_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020801,data/images/Midnight Snack.png,,
Cone Head,https://bindingofisaacrebirth.fandom.com//wiki/Cone_Head,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Cone_Head_icon.png/revision/latest/scale-to-width-down/48?cb=20210822014817,data/images/Cone Head.png,,
Belly Button,https://bindingofisaacrebirth.fandom.com//wiki/Belly_Button,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/a4/Collectible_Belly_Button_icon.png/revision/latest/scale-to-width-down/48?cb=20210822014419,data/images/Belly Button.png,,
Sinus Infection,https://bindingofisaacrebirth.fandom.com//wiki/Sinus_Infection,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/0/03/Collectible_Sinus_Infection_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021430,data/images/Sinus Infection.png,,
Glaucoma,https://bindingofisaacrebirth.fandom.com//wiki/Glaucoma,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/2/27/Collectible_Glaucoma_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020031,data/images/Glaucoma.png,,
Parasitoid,https://bindingofisaacrebirth.fandom.com//wiki/Parasitoid,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/a/af/Collectible_Parasitoid_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020900,data/images/Parasitoid.png,,
Eye of Belial,https://bindingofisaacrebirth.fandom.com//wiki/Eye_of_Belial,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/1/1f/Collectible_Eye_of_Belial_icon.png/revision/latest/scale-to-width-down/48?cb=20210822015805,data/images/Eye of Belial.png,,
Sulfuric Acid,https://bindingofisaacrebirth.fandom.com//wiki/Sulfuric_Acid,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/b/be/Collectible_Sulfuric_Acid_icon.png/revision/latest/scale-to-width-down/48?cb=20210822021543,data/images/Sulfuric Acid.png,,
Glyph of Balance,https://bindingofisaacrebirth.fandom.com//wiki/Glyph_of_Balance,,https://static.wikia.nocookie.net/bindingofisaacre_gamepedia/images/5/50/Collectible_Glyph_of_Balance_icon.png/revision/latest/scale-to-width-down/48?cb=20210822020100,data/images/Glyph of Balance.png,,
